RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,INTFREQ,INTFREQ_COLLAPSED,RADIO,NHISLL,RELIGCAT1,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
14752.0,Paper,English,,"9 = Remaining CBG, 65%+ HS or less",2025-06-02,2025-06-02,Only fair,Better,Rural,Americans are divided when it comes to the most important values,Not too safe,It's not the government's job to protect people from themselves,More crime,Meet my basic expenses with a little left over for extras,"Yes, self",Yes,About once a day,Daily or several times a week,Yes,Yes,Protestant,H.S. graduate or less,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,3,Yes,"Kamala Harris, the Democrat",Refused/Web blank,Midwest,Metropolitan,1.3527017882031658,1.1159096983575647
12150.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-12,2025-03-12,Poor,Better,Suburban,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,No difference,Don't even have enough to meet basic expenses,"Yes, someone else in household",Yes,About once a day,Daily or several times a week,No,No,Protestant,Some College,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Donald Trump, the Republican","Less than $30,000",South,Metropolitan,0.401100236550262,0.189430528469494
7715.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-06,2025-05-06,Only fair,Worse,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"Yes, someone else in household",No,Several times a day,Several times a day,No,Yes,Protestant,Some College,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",Midwest,Metropolitan,1.604400946201048,0.7705491507178334
1449.0,Online,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-04-01,2025-04-01,Good,Better,Urban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,No,No,Unaffiliated,H.S. graduate or less,No,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,1,No,,"Less than $30,000",South,Metropolitan,0.22545029803386096,0.5700964364440626
15224.0,Paper,English,,"9 = Remaining CBG, 65%+ HS or less",2025-05-06,2025-05-06,Good,Better,Suburban,Americans are united when it comes to the most important values,Extremely safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"Yes, someone else in household",Yes,Several times a day,Several times a day,No,No,Catholic,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican",Refused/Web blank,West,Metropolitan,0.9018011921354439,0.472970554024162
11080.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Good,Better,Suburban,Americans are united when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a week,Daily or several times a week,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$70,000 to less than $100,000",South,Metropolitan,1.604400946201048,0.7630699387453158
3605.0,Online,English,English,"2 = 50%-74.99% Black non-Hispanic, NOT 65%+ HS or less",2025-03-02,2025-03-02,Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Other,College graduate+,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Asian or Asian-American,Asian non-Hispanic,50-54,50-64,Another country (please specify):,A man,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",South,Metropolitan,0.577363668715013,0.3527869418717892
14893.0,Paper,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-27,2025-05-27,Good,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"Yes, someone else in household",No,Several times a day,Several times a day,Yes,No,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",South,Metropolitan,1.604400946201048,0.7646837743634296
4499.0,Paper,English,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-02,2025-05-02,Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Don't even have enough to meet basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Other,Some College,Yes,Something else,Refused/Web blank,DK/Refused/No lean,No,White,White non-Hispanic,40-44,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","Less than $30,000",West,Metropolitan,0.3549963201832534,0.40310946812805987
4697.0,Paper,Spanish,,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-05-08,2025-05-08,Only fair,Better,Urban,Americans are divided when it comes to the most important values,Refused/Web blank,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",No,Almost constantly,Almost constantly,Yes,No,Catholic,College graduate+,Yes,Refused/Web blank,The Democratic Party,Dem/Lean Dem,Yes,White,Hispanic,40-44,30-49,Another country (please specify):,A man,4,Yes,Refused/Web blank,"$50,000 to less than $70,000",West,Metropolitan,1.154893275476807,1.2054863664242321
1966.0,Phone,English,Spanish,"7 = 75%+ Hispanic, 65%+ HS or less",2025-02-25,2025-02-25,Poor,About the same,Urban,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,No difference,Don't even have enough to meet basic expenses,"No, nobody in household",No,Less often,Less often or does not use the internet,Yes,No,Protestant,H.S. graduate or less,Yes,Independent,The Republican Party,Rep/Lean Rep,Yes,White,Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","Less than $30,000",South,Metropolitan,0.1774981600916267,0.24238686396517267
1249.0,Online,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-03-22,2025-03-22,Only fair,About the same,Suburban,Americans are united when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$40,000 to less than $50,000",South,Metropolitan,0.4509005960677219,0.2097602554403678
12657.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-12,2025-05-12,Only fair,Worse,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"Yes, both myself and someone else",Yes,Almost constantly,Almost constantly,Yes,Yes,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",South,Metropolitan,1.604400946201048,1.0507313657730992
1304.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-08,2025-02-08,Excellent,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",Northeast,Metropolitan,0.802200473100524,0.24813232771647684
739.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Only fair,Better,Suburban,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,25-29,18-29,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",South,Metropolitan,1.604400946201048,2.4419659835251033
3248.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-04-02,2025-04-02,Only fair,Better,Rural,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"Yes, self",Refused/Web blank,About once a day,Daily or several times a week,No,No,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$70,000 to less than $100,000",West,Metropolitan,0.802200473100524,0.37909616961446396
3162.0,Paper,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-16,2025-05-16,Only fair,Worse,Rural,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Protestant,H.S. graduate or less,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican",Refused/Web blank,Northeast,Metropolitan,1.604400946201048,1.1951603833081834
6918.0,Phone,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-06,2025-03-06,Poor,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",Yes,About once a day,Daily or several times a week,Yes,Yes,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",West,Metropolitan,1.604400946201048,1.0969620768774988
6384.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-25,2025-02-25,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,No,Yes,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,Asian or Asian-American,Asian non-Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",In some other way,3,Yes,"Kamala Harris, the Democrat","$150,000 or more",Northeast,Metropolitan,1.2033007096507862,1.8278418984787024
16867.0,Phone,English,Spanish,"2 = 50%-74.99% Black non-Hispanic, NOT 65%+ HS or less",2025-03-11,2025-03-11,Only fair,About the same,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"Yes, self",No,Almost constantly,Almost constantly,Yes,Yes,Protestant,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,No,Black or African-American,Black non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","Less than $30,000",South,Metropolitan,0.577363668715013,0.5869908016921928
8816.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,More crime,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,No,Yes,Protestant,Some College,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",A woman,4,Yes,"Kamala Harris, the Democrat","$150,000 or more",Northeast,Metropolitan,2.4066014193015723,3.584129592952488
7094.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-02,2025-05-02,Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,Yes,Unaffiliated,Some College,Yes,Independent,Refused/Web blank,DK/Refused/No lean,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,5 or more,Yes,"Kamala Harris, the Democrat","$100,000 to less than $125,000",West,Metropolitan,2.4066014193015723,2.103463820251429
7970.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-08,2025-05-08,Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$150,000 or more",Midwest,Metropolitan,1.604400946201048,1.1168983699345205
9582.0,Phone,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-10,2025-03-10,Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Meet my basic expenses with a little left over for extras,"Yes, self",Yes,Several times a day,Several times a day,Yes,No,Protestant,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",South,Metropolitan,1.604400946201048,2.190711188711161
18098.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-27,2025-02-27,Only fair,Better,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Other,College graduate+,No,Democrat,,Dem/Lean Dem,No,Asian or Asian-American,Asian non-Hispanic,40-44,30-49,Another country (please specify):,A woman,3,No,,"$70,000 to less than $100,000",Midwest,Metropolitan,1.2033007096507862,1.5548303616651231
8690.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-22,2025-02-22,Good,Better,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Unaffiliated,Some College,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Black or African-American,Black non-Hispanic,40-44,30-49,"U.S. - 50 states, District of Columbia",A woman,1,No,,"Less than $30,000",South,Metropolitan,0.401100236550262,0.7340858127592427
8999.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-02,2025-05-02,Good,Better,Urban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Protestant,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",Midwest,Metropolitan,1.604400946201048,1.1231724136779226
13623.0,Paper,English,,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-05-01,2025-05-01,Good,Better,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Don't even have enough to meet basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,No,Yes,Protestant,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,Yes,White,Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A man,2,No,,"Less than $30,000",South,Metropolitan,0.7699288503178715,2.0370572490754246
16635.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-19,2025-05-19,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,No,No,Unaffiliated,Some College,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A woman,1,No,,"Less than $30,000",Midwest,Metropolitan,0.802200473100524,0.597282741901828
13089.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-06-05,2025-06-05,Good,Better,Rural,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"Yes, self",Yes,Several times a day,Several times a day,Yes,No,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,30-34,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$125,000 to less than $150,000",Midwest,Non-metropolitan,1.604400946201048,2.186577501687977
8677.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-05,2025-03-05,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Unaffiliated,Some College,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Kamala Harris, the Democrat","Less than $30,000",South,Metropolitan,1.2033007096507862,1.6805765385038147
10193.0,Phone,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-18,2025-03-18,Only fair,Better,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"No, nobody in household",No,I do not use the internet,Less often or does not use the internet,Yes,No,Protestant,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$40,000 to less than $50,000",Midwest,Non-metropolitan,1.604400946201048,1.0582443616186725
6226.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-03,2025-03-03,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,No difference,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",Yes,Several times a day,Several times a day,No,No,Other,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,Refused,Refused,"U.S. - 50 states, District of Columbia",A woman,Refused/Web blank,Yes,"Donald Trump, the Republican",Refused/Web blank,West,Metropolitan,0.802200473100524,1.005645530471154
13103.0,Online,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-03-08,2025-03-08,Poor,About the same,Urban,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Just meet my basic expenses,"Yes, someone else in household",No,Several times a week,Daily or several times a week,Yes,Yes,Protestant,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,75-79,65+,Another country (please specify):,A man,2,Yes,"Kamala Harris, the Democrat","$40,000 to less than $50,000",West,Non-metropolitan,0.4509005960677219,0.49809420049413244
8971.0,Online,English,English,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-03-07,2025-03-07,Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,Yes,White,Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Donald Trump, the Republican","Less than $30,000",West,Non-metropolitan,0.19248221257946788,0.13674891724022356
11277.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Only fair,Better,Urban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,Yes,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",West,Metropolitan,1.604400946201048,1.3001334462942225
11530.0,Paper,Spanish,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-09,2025-05-09,Only fair,Worse,Urban,Americans are united when it comes to the most important values,Extremely safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",No,Refused/Web blank,Refused,Yes,No,Catholic,H.S. graduate or less,Yes,Independent,Refused/Web blank,DK/Refused/No lean,Yes,Refused,Hispanic,65-69,65+,Another country (please specify):,A man,1,Refused/Web blank,,"$70,000 to less than $100,000",South,Metropolitan,0.1774981600916267,0.26363219446250435
4576.0,Online,English,English,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",2025-02-28,2025-02-28,Only fair,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Catholic,College graduate+,Yes,Democrat,,Dem/Lean Dem,Yes,White,Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","$125,000 to less than $150,000",West,Metropolitan,0.391565420857087,0.11806089274088598
8172.0,Phone,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-25,2025-02-25,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,I do not use the internet,Less often or does not use the internet,Yes,No,Protestant,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Kamala Harris, the Democrat","Less than $30,000",South,Metropolitan,2.4066014193015723,1.4598350511078475
3520.0,Paper,English,,"2 = 50%-74.99% Black non-Hispanic, NOT 65%+ HS or less",2025-05-12,2025-05-12,Refused/Web blank,Worse,Suburban,Americans are divided when it comes to the most important values,Not at all safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Other,College graduate+,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,55-59,50-64,Another country (please specify):,A man,Refused/Web blank,Yes,"Kamala Harris, the Democrat","$150,000 or more",South,Metropolitan,1.154727337430026,0.6522304919753192
9845.0,Online,Spanish,English,"5 = 50%-74.99% Hispanic, 65%+ HS or less",2025-03-10,2025-03-10,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Catholic,College graduate+,Yes,Democrat,,Dem/Lean Dem,Yes,Refused,Hispanic,35-39,30-49,Another country (please specify):,A man,2,No,,"$70,000 to less than $100,000",West,Metropolitan,0.624820777113219,1.7917265254188972
353.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-09,2025-05-09,Good,About the same,Rural,Americans are united when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,Yes,Refused/Web blank,Protestant,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Donald Trump, the Republican",Refused/Web blank,South,Metropolitan,2.4066014193015723,4.110357108769016
15653.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-25,2025-02-25,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Not too safe,It's not the government's job to protect people from themselves,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,3,Yes,Refused/Web blank,"$100,000 to less than $125,000",South,Metropolitan,1.2033007096507862,0.7638631775902641
11607.0,Paper,English,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-21,2025-05-21,Poor,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,H.S. graduate or less,Yes,Something else,The Democratic Party,Dem/Lean Dem,Yes,Refused,Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,1,No,,"Less than $30,000",South,Metropolitan,0.1774981600916267,0.27473670182475635
18454.0,Paper,Spanish,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-04-29,2025-04-29,Only fair,Worse,Urban,Americans are divided when it comes to the most important values,Not at all safe,It's not the government's job to protect people from themselves,More crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Other,H.S. graduate or less,No,Democrat,,Dem/Lean Dem,Yes,Refused,Hispanic,40-44,30-49,Another country (please specify):,A man,5 or more,No,,"$50,000 to less than $70,000",West,Metropolitan,0.5324944802748801,3.0406280015533325
11396.0,Paper,English,,"9 = Remaining CBG, 65%+ HS or less",2025-05-16,2025-05-16,Good,About the same,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Refused/Web blank,No difference,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Unaffiliated,H.S. graduate or less,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A man,Refused/Web blank,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",South,Metropolitan,1.3527017882031658,1.8510619178590608
1604.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-26,2025-03-26,Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Just meet my basic expenses,"No, nobody in household",No,Several times a week,Daily or several times a week,Yes,No,Unaffiliated,H.S. graduate or less,Not sure,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A man,3,No,,"$40,000 to less than $50,000",Northeast,Non-metropolitan,1.2033007096507862,2.947248566794717
