RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,LANG_PREF,SURVEYSTARTDATE,SURVEYENDDATE,BWAVE,BIDENT1_GEOSTRATA,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,INFRASPEND,MOREGUNIMPACT,GAMBLERESTR,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSEa,SMUSEb,SMUSEc,SMUSEd,SMUSEe,SMUSEf,SMUSEg,SMUSEh,SMUSEi,SMUSEj,SMUSEk,RADIO,GPT1,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACEMOD_1,RACEMOD_2,RACEMOD_3,RACEMOD_4,RACEMOD_5,RACEMOD_6,RACEMOD_99,RACEMOD_MIXEDOE,RACECMB,RACETHN,AGE,AGECAT,BIRTHPLACE,GENDER,MARITAL,EDUCATION,EDUCCAT,ADULTS,VOTED2020,VOTEGEN_POST,INC_SDT1,CREGION,DIVISION,METRO,BASEWT,WEIGHT
18160.0,Paper,English,,,,20240514,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Stay about the same,Less crime,There should be MORE restrictions on gambling than there are today,"Yes, self",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Seldom,More than once a week,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,75.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Donald Trump, the Republican",Don't know/Refused/Web blank,West,Mountain,Metropolitan,1.5534738020403482,0.4960940270199038
18163.0,Paper,English,,,,20240508,Full Launch,"8 = 75%+ Hispanic, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Decrease a little,No difference,There should be FEWER restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Once a week,A few times a year,Very important,A few times a week,Yes,Independent,The Democratic Party,Dem/Lean Dem,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Selected,No,Refused,Hispanic,42.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Married,Master's degree or higher,College graduate+,2.0,Yes,"Joe Biden, the Democrat","$80,000 to less than $90,000",South,West South Central,Metropolitan,0.9019570709259607,0.576614995163772
18171.0,Online,English,English,English,20240220,20240220,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Rural,Americans are divided when it comes to the most important values,Extremely safe,Increase a little,No difference,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Seldom,Never,Somewhat important,A few times a week,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,71.0,65+,"U.S. - 50 states, District of Columbia",A woman,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Donald Trump, the Republican",Don't know/Refused/Web blank,South,South Atlantic,Metropolitan,0.7767369010201741,0.3497952121470225
18175.0,Paper,English,,,,20240429,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Stay about the same,No difference,There should be MORE restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Once a week,Once a week,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,76.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,Master's degree or higher,College graduate+,1.0,Yes,"Donald Trump, the Republican","$100,000 or more",Midwest,East North Central,Metropolitan,0.7767369010201741,0.22610150329760112
18177.0,Paper,English,,,,20240426,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Increase a little,Less crime,There should be MORE restrictions on gambling than there are today,"Yes, someone else in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",More than once a week,More than once a week,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Selected,No,Refused,Refused,40.0,30-49,"U.S. - 50 states, District of Columbia",A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,3.0,Yes,"Donald Trump, the Republican","$100,000 or more",South,South Atlantic,Metropolitan,2.3302107030605224,1.9264182534912768
18178.0,Paper,English,,,,20240429,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Urban,Americans are united when it comes to the most important values,Extremely safe,Increase a little,More crime,There should be MORE restrictions on gambling than there are today,"Yes, someone else in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Once a week,A few times a year,Very important,Once a day,Yes,Democrat,,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,71.0,65+,"U.S. - 50 states, District of Columbia",A woman,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Joe Biden, the Democrat","$100,000 or more",South,South Atlantic,Metropolitan,1.5534738020403482,0.6781118471000442
18191.0,Online,English,English,English,20240222,20240222,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Extremely safe,Increase a lot,No difference,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this",No,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Never,Never,Somewhat important,A few times a month,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,48.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Never married,"Bachelor's degree (such as BA, BS)",College graduate+,1.0,No,,"$60,000 to less than $70,000",Northeast,Middle Atlantic,Metropolitan,0.38836845051008706,0.26810157702288173
18192.0,Online,English,English,English,20240222,20240222,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,Stay about the same,Less crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,Don't know/Refused/Web blank,Once a week,A few times a year,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,59.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Married,Some college credit but no degree,Some College,2.0,Yes,"Donald Trump, the Republican","$100,000 or more",South,East South Central,Metropolitan,0.7767369010201741,0.4276706225115422
18193.0,Paper,English,,,,20240429,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are united when it comes to the most important values,Somewhat safe,Increase a little,Less crime,There should be FEWER restrictions on gambling than there are today,"Yes, someone else in household",Yes,Yes,Yes,Less often,Less often or does not use the internet,No,,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Seldom,Once a week,Very important,Once a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,81.0,65+,"U.S. - 50 states, District of Columbia",A woman,Married,Regular high school diploma or GED,H.S. graduate or less,2.0,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",South,South Atlantic,Metropolitan,1.5534738020403482,1.4581224428797868
18195.0,Paper,English,,,,20240528,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Excellent,About the same,Suburban,Americans are united when it comes to the most important values,Very safe,Stay about the same,More crime,Restrictions on gambling are about right,"Yes, self",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",A few times a year,Seldom,Somewhat important,A few times a week,Yes,Democrat,,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,71.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,"Associate degree (such as AA, AS)",Some College,2.0,Yes,"Joe Biden, the Democrat","$70,000 to less than $80,000",Midwest,West North Central,Metropolitan,1.5534738020403482,0.6015268813987872
18196.0,Paper,English,,,,20240424,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Increase a lot,More crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",A few times a year,A few times a year,Somewhat important,Several times a day,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,49.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Married,Master's degree or higher,College graduate+,2.0,Yes,Another candidate,"$100,000 or more",Northeast,New England,Metropolitan,1.5534738020403482,1.0079705765095246
18199.0,Online,English,English,English,20240222,20240222,Full Launch,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",Poor,About the same,Urban,Americans are divided when it comes to the most important values,Very safe,Decrease a little,More crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a week,Daily or several times a week,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,A little,"Yes, have a cell phone","Yes, smartphone",No,Hindu,Other,"No, not born-again or evangelical Christian",Never,Never,Very important,Once a day,Not sure,Independent,The Republican Party,Rep/Lean Rep,No,Not selected,Not selected,Not selected,Selected,Not selected,Not selected,Not selected,No,Some other Race,Other,24.0,18-29,Another country,A man,Living with a partner,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,No,,"Less than $30,000",South,South Atlantic,Metropolitan,0.8669544178160234,2.0526004891692753
18200.0,Paper,English,,,,20240423,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Not too safe,Stay about the same,Less crime,Restrictions on gambling are about right,"Yes, self",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Never,Never,Not too important,Seldom,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,70.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Donald Trump, the Republican","$100,000 or more",South,South Atlantic,Metropolitan,1.5534738020403482,0.4842698212442613
18202.0,Paper,English,,,,20240510,Full Launch,"8 = 75%+ Hispanic, NOT 65%+ HS or less",Poor,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Stay about the same,More crime,There should be FEWER restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Never,Never,Somewhat important,Once a day,Yes,Democrat,,Dem/Lean Dem,Yes,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,Hispanic,26.0,18-29,"U.S. - 50 states, District of Columbia",A man,Never married,Regular high school diploma or GED,H.S. graduate or less,2.0,Yes,"Joe Biden, the Democrat","$30,000 to less than $40,000",West,Pacific,Metropolitan,0.9019570709259607,4.501779027927053
18205.0,Online,English,English,English,20240221,20240221,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Stay about the same,No difference,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Not at all important,Never,Yes,Something else,The Democratic Party,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,25.0,18-29,"U.S. - 50 states, District of Columbia",A woman,Living with a partner,Regular high school diploma or GED,H.S. graduate or less,2.0,No,,"Less than $30,000",West,Pacific,Metropolitan,0.7767369010201741,2.6673704769998663
18206.0,Paper,English,,,,20240501,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,Stay about the same,No difference,Restrictions on gambling are about right,"No, nobody in household",No,No,No,,Less often or does not use the internet,,,,,,,,,,,,,,No,Nothing at all,"Yes, have a cell phone","No, not a smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Once or twice a month,Never,Very important,Several times a day,Yes,Independent,The Republican Party,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,66.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,Don't know/Refused/Web blank,Refused,3.0,No,,"$40,000 to less than $50,000",Midwest,East North Central,Non-metropolitan,2.3302107030605224,1.9247578183375453
18208.0,Online,English,English,English,20240305,20240305,Full Launch,"7 = 75%+ Hispanic, 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a little,More crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",More than once a week,More than once a week,Very important,Several times a day,Not sure,Something else,Don't know/Refused/Web blank,DK/Refused/No lean,Don't know/Refused/Web blank,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Black or African-American,Black non-Hispanic,48.0,30-49,"U.S. - 50 states, District of Columbia",A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,No,,"$70,000 to less than $80,000",South,West South Central,Metropolitan,0.1283001904335133,0.13723337305708444
18209.0,Online,English,English,English,20240306,20240306,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Decrease a little,Less crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",A few times a year,Once or twice a month,Very important,Once a day,Yes,Republican,,Rep/Lean Rep,No,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Selected,No,Refused,Refused,63.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Married,"Associate degree (such as AA, AS)",Some College,2.0,Yes,"Donald Trump, the Republican","$100,000 or more",Northeast,Middle Atlantic,Metropolitan,0.7767369010201741,0.4225365532514524
18212.0,Online,English,English,English,20240222,20240222,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a little,No difference,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Once or twice a month,Seldom,Somewhat important,A few times a week,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,69.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,3.0,Yes,"Joe Biden, the Democrat","$100,000 or more",Midwest,East North Central,Metropolitan,1.1651053515302612,0.3284129663494013
18214.0,Online,English,English,English,20240221,20240221,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Rural,Americans are divided when it comes to the most important values,Very safe,Increase a lot,Less crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"Yes, born-again or evangelical Christian",Seldom,Seldom,Not too important,Seldom,Yes,Something else,The Republican Party,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,52.0,50-64,"U.S. - 50 states, District of Columbia",A man,Widowed,Regular high school diploma or GED,H.S. graduate or less,1.0,Yes,"Donald Trump, the Republican","$80,000 to less than $90,000",South,South Atlantic,Metropolitan,0.38836845051008706,0.649946708872463
18220.0,Paper,English,,,,20240430,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,Better,Suburban,Americans are united when it comes to the most important values,Extremely safe,Increase a lot,More crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Jewish,Other,"No, not born-again or evangelical Christian",Never,Never,Not too important,Seldom,Yes,Independent,The Republican Party,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,59.0,50-64,"U.S. - 50 states, District of Columbia",A man,Never married,"Bachelor's degree (such as BA, BS)",College graduate+,1.0,Yes,"Donald Trump, the Republican","$90,000 to less than $100,000",Northeast,New England,Metropolitan,0.7767369010201741,0.40566665761348203
18227.0,Paper,English,,,,20240425,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Not too safe,Increase a little,Less crime,Restrictions on gambling are about right,"Yes, self",No,Yes,Yes,About once a day,Daily or several times a week,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Somewhat important,Seldom,Yes,Democrat,,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,75.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Joe Biden, the Democrat","Less than $30,000",Northeast,Middle Atlantic,Non-metropolitan,1.5534738020403482,0.617714015672947
18236.0,Online,English,English,English,20240301,20240301,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a lot,Less crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",More than once a week,Seldom,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,40.0,30-49,"U.S. - 50 states, District of Columbia",A man,Married,Master's degree or higher,College graduate+,4.0,Yes,"Donald Trump, the Republican","$100,000 or more",Midwest,East North Central,Metropolitan,1.1651053515302612,0.7320143175319128
18237.0,Phone,English,English,,20240312,20240312,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,Worse,Rural,Americans are divided when it comes to the most important values,Very safe,Stay about the same,No difference,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,Not sure,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",More than once a week,More than once a week,Very important,Several times a day,Yes,Independent,Don't know/Refused/Web blank,DK/Refused/No lean,No,Selected,Not selected,Not selected,Selected,Not selected,Not selected,Not selected,No,Mixed Race,Other,73.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,Some college credit but no degree,Some College,2.0,Yes,"Donald Trump, the Republican","$40,000 to less than $50,000",West,Pacific,Non-metropolitan,1.5534738020403482,0.7254442543435354
